RETAILER,BRAND,Product,Product_category,OFFER
caseys general store,caseys general store,fruit juices,beverages,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,fruit juices,beverages,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,fruit juices,beverages,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,fruit juices,beverages,Whole Pizza at Casey's 
caseys general store,caseys general store,fruit juices,beverages,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,fruit juices,beverages,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,fruit juices,beverages,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,fruit juices,beverages,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,fruit juices,beverages,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,fruit juices,beverages,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,merican mule,spirits,alcohol,
,velveeta,packaged meals & sides,pantry,
,annies homegrown grocery,dressings,pantry,"Any General Mills™ products, buy 2
Good Rewards Members Only"
,annies homegrown grocery,dressings,pantry,"General Mills™ products, select brands, spend $35"
,annies homegrown grocery,dressings,pantry,"General Mills™ products, select brands, spend $7 at Convenience Stores"
,annies homegrown grocery,dressings,pantry,"General Mills™ products, select varieties, spend $12"
,seek out,fruit juices,beverages,
,schlafly,beer,alcohol,
,versed,skin care,health & wellness,
,mighty swell,malt beverages,alcohol,
,rachael ray nutrish,nuts & seeds,snacks,
,casa maestri,spirits,alcohol,
,eureka heights,beer,alcohol,
,tres picos borsao,wine,alcohol,
,mr beer,cooking & baking,pantry,
,lyres,spirits,alcohol,
,barrio,beer,alcohol,
,reubens brews,beer,alcohol,
,vitafusion,medicines & treatments,health & wellness,
,iams,medicines & treatments,health & wellness,
,no brand listed,wine,alcohol,
,holidaily brewing co,beer,alcohol,
,gran cava de oro,spirits,alcohol,
,jeremiah weed,spirits,alcohol,
,brick river cider co,fruit juices,beverages,
,seagrams vo gold,spirits,alcohol,
,home run inn,frozen pizza & pizza snacks,frozen,
,black haus,spirits,alcohol,
,reveal natural cat food,frozen chicken,frozen meat,
,ron viejo de caldas,spirits,alcohol,
,equilibrium brewery,beer,alcohol,
,upslope brewing company,beer,alcohol,
,oak creek brewing co,beer,alcohol,
,kentucky,malt beverages,alcohol,
,smog city brewing co,beer,alcohol,
,center of the universe brewing company,beer,alcohol,
,duraflame,medicines & treatments,health & wellness,
,sterling,spirits,alcohol,
,dunvilles 1808,spirits,alcohol,
,rold gold pretzels,pretzels,snacks,
,alaskan,beer,alcohol,
,elysian,beer,alcohol,
,pbfit,cooking & baking,pantry,
,globerati,wine,alcohol,
,cayman jack,malt beverages,alcohol,
,el tequileno,spirits,alcohol,
,starburst pops,candy,snacks,
,third street brewhouse,beer,alcohol,
,tucher,beer,alcohol,
,smart sense,bath & body,health & wellness,
,seventh generation,skin care,health & wellness,
,four daughters loon juice extra juicy hard c,fruit juices,beverages,
,captain lawrence brewing company,beer,alcohol,
,maison marcel,wine,alcohol,
,stranahans rocky mountain,spirits,alcohol,
,les freres bastards,wine,alcohol,
,perry ellis,deodorant & antiperspirant,health & wellness,
,publix,red pasta sauce,pasta sauce,
,allegra,medicines & treatments,health & wellness,
,ravens lace,spirits,alcohol,
,fior di loto,wine,alcohol,
,scots royal,spirits,alcohol,
,unibroue trois pistoles,beer,alcohol,
,o organics,tea,beverages,
,alamo red,drink mixes,beverages,
,ultra soft,household supplies,household supplies,
,symphony,candy,snacks,
,skor,candy,snacks,
,trump,wine,alcohol,
,bacardi,rum,spirits,
,fresh vine,wine,alcohol,
,oskar blues wild basin boozy sparkling water,water,beverages,
,inniskillin,wine,alcohol,
,fiber one,"cereal, granola, & toaster pastries",pantry,
,promise,milk,dairy,
,port city brewing company,beer,alcohol,
,widow jane,spirits,alcohol,
,balcones baby blue,spirits,alcohol,
,mollydooker,wine,alcohol,
,courvoisier,spirits,alcohol,
,naturezway,household supplies,household supplies,
,lewis and clark,beer,alcohol,
,pampas del sur,wine,alcohol,
,mc connells,spirits,alcohol,
,lectio,wine,alcohol,
,ellington,spirits,alcohol,
,native forest,drink mixes,beverages,
,ritas,spirits,alcohol,
,brookside,candy,snacks,
,charm,spirits,alcohol,
,miller 64,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,braxton brewing co,beer,alcohol,
,deloce,spirits,alcohol,
,chicken cock,spirits,alcohol,
,smartmouth brewing company,beer,alcohol,
,odessa,spirits,alcohol,
,nabisco,crackers,snacks,
,black raven brewing company,beer,alcohol,
,iter iter,wine,alcohol,
,luna nuda,wine,alcohol,
,gnarly barley,beer,alcohol,
,port charlotte,spirits,alcohol,
,irresistible,household supplies,household supplies,
,la familia,fruit juices,beverages,
,mighty squirrel brewing co,beer,alcohol,
,st. ives,makeup,beauty,
,resolve,cooking & baking,pantry,
,castle and key,spirits,alcohol,
,spade and sparrows,wine,alcohol,
,chateau de nages,wine,alcohol,
,robinsons,beer,alcohol,
,vodoffska,spirits,alcohol,
,neon zebra,drink mixes,beverages,
,iron monk brewing company,beer,alcohol,
,courtney benham,wine,alcohol,
,shotgun spiked seltzer variety pack,malt beverages,alcohol,
,huber winery,wine,alcohol,
,ghostfish brewing company,beer,alcohol,
,midnight sun brewing company,beer,alcohol,
,hazlitt red cat,wine,alcohol,
,miller reserve,beer,alcohol,
,noble wolf,spirits,alcohol,
,leinenkugel's,cooking & baking,pantry,
,scarlet letter green,malt beverages,alcohol,
,summit triumphant session ipa,beer,alcohol,
,fat orange cat,beer,alcohol,
,sugar,wine,alcohol,
,urban chestnut brewing company,beer,alcohol,
,lumberyard brewing co,beer,alcohol,
,shreds,"cereal, granola, & toaster pastries",pantry,
,thomas creek,beer,alcohol,
,better oats,"cereal, granola, & toaster pastries",pantry,
,teeter totter,wine,alcohol,
,target,deodorant & antiperspirant,health & wellness,
,velveeta cheese,cheese,dairy,
,remedy brewing co,beer,alcohol,
,poore brothers,chips,snacks,
,raisin nut bran,"cereal, granola, & toaster pastries",pantry,
,belle grove,wine,alcohol,
,cadia,bath & body,health & wellness,
,free state,beer,alcohol,
,kul mocks,spirits,alcohol,
,red dog,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,icehouse,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,clos de napa,wine,alcohol,
,hellmann's/best foods,sauces & marinades,pantry,
,fruity pebbles,fruit & vegetable snacks,snacks,
,lake niagara,wine,alcohol,
gallo.com,alamos,wine,alcohol,"Wine from TheBarrelRoom.com, spend $30"
,stay clean,bath & body,health & wellness,
,kodiak cakes toaster waffles,frozen breakfast,frozen,
,la historia de nosotros,spirits,alcohol,
,belching beaver hard seltzer variety pack,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,codigo 1530,spirits,alcohol,
,oven fry,cooking & baking,pantry,
,laboure gontard,wine,alcohol,
,escape wheel,wine,alcohol,
,aveeno,hair removal,health & wellness,
,hofbrauhaus wolters,beer,alcohol,
,platform beer co,beer,alcohol,
,tarantula,spirits,alcohol,
,blackland,spirits,alcohol,
,kostritzer,beer,alcohol,
,imperial,spirits,alcohol,
,sunora,spirits,alcohol,
,blue raspberry burst,spirits,alcohol,
,candoni,wine,alcohol,
,goya,soup & broth,pantry,GOYA® Coconut Water
,goya,soup & broth,pantry,"GOYA® Adobo Seasoning, 8 ounce+"
,torre oria,wine,alcohol,
,bushmills,spirits,alcohol,
,big top brewing company,beer,alcohol,
,post and beam,wine,alcohol,
,punch pops,wine,alcohol,
,barrell,spirits,alcohol,
,frisky,spirits,alcohol,
,english laundry,body fragrances,beauty,
,lemonhead,candy,snacks,
,lagavulin,spirits,alcohol,
,capri sun,water,beverages,
,kodiak cups,cooking & baking,pantry,
,swilled dog,fruit juices,beverages,
,thorins viking,wine,alcohol,
,u,bath & body,health & wellness,
,alaskan,malt beverages,alcohol,
,dolin,wine,alcohol,
,gold medal baking,bread,pantry,
,warka,beer,alcohol,
,z,water,beverages,
,rose water,wine,alcohol,
,oscar mayer,packaged meat,pantry,
,dragon fire,wine,alcohol,
,william hill,wine,alcohol,
,stok,coffee,beverages,
,watermark beauty,deodorant & antiperspirant,health & wellness,
,collective arts,beer,alcohol,
,shibui,spirits,alcohol,
,renieri,wine,alcohol,
,lucky bucket,beer,alcohol,
,winterfresh,gum,candy,
,winchester,spirits,alcohol,
,ponche kuba,spirits,alcohol,
,lift bridge,beer,alcohol,
,odwalla,fruit juices,beverages,
,pretzel baron,pretzels,snacks,
,wormtown brewery,beer,alcohol,
,coyote gold,spirits,alcohol,
,cisco brewers,beer,alcohol,
,franks red hot,sauces & marinades,pantry,
,the creme shop,bath & body,health & wellness,
,veltins,beer,alcohol,
,kingfisher,beer,alcohol,
,jimmy dean,eggs,dairy,
,topo chico,malt beverages,alcohol,
,rock n roll,spirits,alcohol,
,free state sampler,beer,alcohol,
,norfork brewing,beer,alcohol,
,good & plenty,candy,snacks,
,silverleaf,wine,alcohol,
,arctic summer hard seltzer the daytripper mi,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,postmark,wine,alcohol,
,breath savers,candy,snacks,
,orajel,oral care,health & wellness,
,simple truth,cookies,snacks,
,deep ellum brewing co,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,bishop variety pack,fruit juices,beverages,
,local hive,cooking & baking,pantry,
,oilogic,bath & body,health & wellness,
,birdsong brewing company,beer,alcohol,
,magma flame,spirits,alcohol,
,magnolia home,bath & body,health & wellness,
,roughtail,beer,alcohol,
,simplepleasures,deodorant & antiperspirant,health & wellness,
,rao’s,frozen meals,frozen,
,parish brewing co,beer,alcohol,
,temptations,candy,snacks,
,blue run,spirits,alcohol,
,bosco,refrigerated doughs,dairy,
,inbound brewco,beer,alcohol,
,l'oreal,skin care,health & wellness,
,nobilo,wine,alcohol,
,fords gin,spirits,alcohol,
,the brewers cabinet,beer,alcohol,
,apothehappy,bath & body,health & wellness,
,duvel,beer,alcohol,
,tavernello,wine,alcohol,
,local roots,malt beverages,alcohol,
,punch pops,spirits,alcohol,
,lake placid pub and brewery,beer,alcohol,
,viuda de sanchez,drink mixes,beverages,
,a i tropics,drink mixes,beverages,
,magnum,malt beverages,alcohol,
,tuckerman,beer,alcohol,
,baken-ets,bakery,deli & bakery,
,sonoran brewing company,beer,alcohol,
caseys general store,caseys general store,frozen desserts,frozen,Order from Casey's app or Caseys.com
caseys general store,caseys general store,frozen desserts,frozen,Spend $25 at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Spend $5 in-store at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,frozen desserts,frozen,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,frozen desserts,frozen,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Whole Pizza at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Whole Pizza Pie at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Spend $10 in-store at Casey's
caseys general store,caseys general store,frozen desserts,frozen,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,frozen desserts,frozen,Whole pizza at Casey's
caseys general store,caseys general store,frozen desserts,frozen,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,frozen desserts,frozen,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,frozen desserts,frozen,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,frozen desserts,frozen,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Whole Pizza at Casey's 
caseys general store,caseys general store,frozen desserts,frozen,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,frozen desserts,frozen,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,frozen desserts,frozen,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,frozen desserts,frozen,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,frozen desserts,frozen,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,frozen desserts,frozen,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,mt carmel,beer,alcohol,
,truskin,skin care,health & wellness,
,1800 the ultimate margarita,spirits,alcohol,
,se grocers,bath & body,health & wellness,
,roswell,beer,alcohol,
,chosen foods,dips & salsa,snacks,"Chosen Foods® Mayo, select varieties"
,chosen foods,dips & salsa,snacks,Chosen Foods® Dressings
,natures harvest,bakery,deli & bakery,
,hammermill,spirits,alcohol,
,bull falls brewery,beer,alcohol,
,lever 2000,bath & body,health & wellness,
,dragons milk,spirits,alcohol,
,michaels celtic irish cream,spirits,alcohol,
,nice'n easy,hair care,health & wellness,
,java monster,carbonated soft drinks,beverages,
,bigk,carbonated soft drinks,beverages,
,manos,wine,alcohol,
,kula,spirits,alcohol,
,breckenridge brewery,beer,alcohol,
,northern natural,fruit juices,beverages,
,aveeno,skin care,health & wellness,
,nestle,coffee,beverages,
,slane,spirits,alcohol,
,d'italiano bread,bread,pantry,
,chateau morrisette ciderworks,fruit juices,beverages,
,bold rock premium dry hard cider,fruit juices,beverages,
,stolen x,spirits,alcohol,
,luli,wine,alcohol,
,saltwater brewery,beer,alcohol,
amazon,perfect keto,medicines & treatments,health & wellness,"Perfect Keto Barista Blend Collagen & MCTs, online at Amazon"
amazon,perfect keto,medicines & treatments,health & wellness,"Perfect Keto Beauty + Sleep Collagen, online at Amazon"
amazon,perfect keto,medicines & treatments,health & wellness,"Perfect Keto Bars, online at Amazon"
amazon,perfect keto,medicines & treatments,health & wellness,"Perfect Keto Collagen Peptides, online at Amazon"
amazon,perfect keto,medicines & treatments,health & wellness,"Perfect Keto MCT Oil Powder, online at Amazon"
amazon,perfect keto,medicines & treatments,health & wellness,"Perfect Keto Super Reds, online at Amazon"
amazon,perfect keto,medicines & treatments,health & wellness,"Perfect Keto Exogenous Ketones Powder, online at Amazon"
,landry vineyards,wine,alcohol,
,goya,fruit juices,beverages,GOYA® Coconut Water
,goya,fruit juices,beverages,"GOYA® Adobo Seasoning, 8 ounce+"
,huy fong,sauces & marinades,pantry,
,firefly,spirits,alcohol,
,trader vics,spirits,alcohol,
,atrevida,wine,alcohol,
,pisco porton caravedo,spirits,alcohol,
,citizen cider,fruit juices,beverages,
,pillsbury other,frozen breakfast,frozen,
,sheba,frozen chicken,frozen meat,
,papi,wine,alcohol,
,brew bus brewing,beer,alcohol,
,weldwerks brewing,beer,alcohol,
,kentucky walker,spirits,alcohol,
,community beer company,beer,alcohol,
,designworks ink,household supplies,household supplies,
,pampers,baby safety,baby & toddler,
,duluth cider,fruit juices,beverages,
,taco bell,sauces & marinades,pantry,
,right guard,deodorant & antiperspirant,health & wellness,
,molson,beer,alcohol,
,georges,drink mixes,beverages,
,bravoro rauginimo,beer,alcohol,
,mark west,wine,alcohol,
,door peninsula,wine,alcohol,
,amelia,wine,alcohol,
,baumans cider,fruit juices,beverages,
,old tom horan,spirits,alcohol,
,bodyarmor,water,beverages,
,anthem brewing company,beer,alcohol,
,clubtails cocktail in a can,malt beverages,alcohol,
,rolo,candy,snacks,
,remy martin tercet,spirits,alcohol,
,seagram's,carbonated soft drinks,beverages,
,clif clif bar duos,candy,snacks,
,rao's,red pasta sauce,pasta sauce,"Michael Angelo's® OR Rao's® Frozen Entrees, spend $10"
,rao's,red pasta sauce,pasta sauce,Rao's® Frozen Pizza
,rao's,red pasta sauce,pasta sauce,"Rao's®, Pasta OR Sauce, spend $10"
,david seeds,nuts & seeds,snacks,
,komes,beer,alcohol,
,agavales,spirits,alcohol,
,prima perla,wine,alcohol,
,morland,beer,alcohol,
,schmidt's,deodorant & antiperspirant,health & wellness,
,cerveceria colorado,beer,alcohol,
,mckenzie brewing,beer,alcohol,
,bissell,household supplies,household supplies,
,famille perrin,wine,alcohol,
,baxter brewing co,beer,alcohol,
,italian swiss colony,wine,alcohol,
,goodnites,potty training,baby & toddler,
,watkins,packaged meat,pantry,
,10 barrel brewing co,beer,alcohol,
,hinterland,beer,alcohol,
,hill country fare,red pasta sauce,pasta sauce,
,templeton rye,spirits,alcohol,
,republic spirit blends,drink mixes,beverages,
,ecliptic brewing,beer,alcohol,
,nestle,nut butters & jam,pantry,
,grand marquette,spirits,alcohol,
,noble,fruit juices,beverages,
,grayton,beer,alcohol,
,pueblo viejo,spirits,alcohol,
,sunbelt bakery,cookies,snacks,
,maui brewing hard seltzer mix pack variety p,malt beverages,alcohol,
,blue ice,spirits,alcohol,
,untitled art,beer,alcohol,
,sheba,packaged seafood,pantry,
,saloon door brewing,beer,alcohol,
,lakewood,fruit juices,beverages,
,night shift hoot hard seltzer variety pack,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
caseys general store,caseys general store,jerky & dried meat,snacks,Order from Casey's app or Caseys.com
caseys general store,caseys general store,jerky & dried meat,snacks,Spend $25 at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Spend $5 in-store at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,jerky & dried meat,snacks,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Whole Pizza at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Whole Pizza Pie at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Spend $10 in-store at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,jerky & dried meat,snacks,Whole pizza at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,jerky & dried meat,snacks,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,jerky & dried meat,snacks,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,jerky & dried meat,snacks,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Whole Pizza at Casey's 
caseys general store,caseys general store,jerky & dried meat,snacks,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,jerky & dried meat,snacks,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,jerky & dried meat,snacks,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,jerky & dried meat,snacks,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,jerky & dried meat,snacks,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,woodstock inn variety pack,beer,alcohol,
,casta pasion,spirits,alcohol,
,dunkaroos,cookies,snacks,
,heiners,bread,pantry,
,raos,red pasta sauce,pasta sauce,
,popchips,chips,snacks,
,topcare,bath & body,health & wellness,
,stony creek,beer,alcohol,
,fort myers spykd hard seltzer watermelon,water,beverages,
,mikes hard black cherry lemonade,malt beverages,alcohol,
,coop ale works will & wiley hard seltzer var,malt beverages,alcohol,
,heretic,beer,alcohol,
,baby soft expressions,baby bathing,baby & toddler,
,ripple,milk,dairy,
,natale verga,wine,alcohol,
,tilex,cooking & baking,pantry,
,oak ridge,wine,alcohol,
,biscayne bay brewing company,beer,alcohol,
,ronrico,spirits,alcohol,
,tigi,oral care,health & wellness,
,blackheart,spirits,alcohol,
,yogev,wine,alcohol,
,king estate,wine,alcohol,
,geraldine's,trail mix,snacks,
,michel gassier,wine,alcohol,
,meow mix,sauces & marinades,pantry,
,ten ball,malt beverages,alcohol,
,chex mix,chips,snacks,
,old german,beer,alcohol,
,coyote creek,wine,alcohol,
,jujyfruits,candy,snacks,
,deep bay,spirits,alcohol,
walmart,burts bees,skin care,health & wellness,"Burt's Bees Sensitive Lotions and Creams, select varieties, at Walmart"
walmart,burts bees,skin care,health & wellness,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart"
walmart,burts bees,skin care,health & wellness,"Burt's Bees® products, select varieties, at Walmart"
walmart,burts bees,skin care,health & wellness,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart"
,insight brewing,beer,alcohol,
,a+d,medicines & treatments,health & wellness,
,first aid beauty,bath & body,health & wellness,
,gardettos,snack mixes,snacks,
,pillsbury,bread,pantry,
,effen,spirits,alcohol,
,true discovery,wine,alcohol,
,stiegl,beer,alcohol,
,fever-tree,carbonated soft drinks,beverages,
,ole smokey,spirits,alcohol,
,docs,fruit juices,beverages,
,florida beer,beer,alcohol,
,godiva,candy,snacks,
,pasqua,wine,alcohol,
,jiant,malt beverages,alcohol,
,betty crocker,"cereal, granola, & toaster pastries",pantry,
,mitchum,deodorant & antiperspirant,health & wellness,
,pacifico,beer,alcohol,
,nola brewing co,beer,alcohol,
,ush blueberries,frozen fruits,frozen,
,russian river,beer,alcohol,
,drama dark,wine,alcohol,
,benediktiner,beer,alcohol,
,minis,cheese,dairy,
,pbc,beer,alcohol,
,roberto cavalli,spirits,alcohol,
,udis gluten free,bread,pantry,
,la brea bakery,bakery,deli & bakery,
,kettle house cooler times adventure pack var,beer,alcohol,
,oakshire brewing,beer,alcohol,
,sheila gs,bakery,deli & bakery,
,freetail brewing co,beer,alcohol,
,rekorderlig mango raspberry hard cider,fruit juices,beverages,
,cutwater,spirits,alcohol,
,tether,wine,alcohol,
,harvest moon brewing company,beer,alcohol,
,nu foam,bath & body,health & wellness,
,thirsty planet,beer,alcohol,
,kroger,nut butters & jam,pantry,
,everybodys brewing,beer,alcohol,
,terrapin,beer,alcohol,
,roosters brewing company,beer,alcohol,
,ragu,pasta & noodles,pantry,
,i am detroit,wine,alcohol,
,chateau de laubade,spirits,alcohol,
,mckenzie brewing seasonal,beer,alcohol,
,luva bella winery,wine,alcohol,
,garelick farms,cream,dairy,
,annies homegrown grocery other,cooking & baking,pantry,
,sierra rose,fruit juices,beverages,
,peroni italy,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,king st brewing company,beer,alcohol,
,wynwood brewing company,beer,alcohol,
,river bend,wine,alcohol,
,mirassou,wine,alcohol,
,gobble til you wobble,wine,alcohol,
,augustinerbrau munchen,beer,alcohol,
,ola brew,malt beverages,alcohol,
,jose cuervo playa mar,spirits,alcohol,
,san antonio,wine,alcohol,
,21st amendment brewery,beer,alcohol,
,baxter variety pack,beer,alcohol,
,laguna,wine,alcohol,
,mirinda,carbonated soft drinks,beverages,
,castillo perelada,wine,alcohol,
,sujata,cooking & baking,pantry,
,fleischmanns,spirits,alcohol,
,stonefire,bakery,deli & bakery,
,hangar 24,beer,alcohol,
,blackstack brewing,beer,alcohol,
,hazlitt 1852 vineyards,wine,alcohol,
,jolly pumpkin artisan ales,beer,alcohol,
,mtn dew,malt beverages,alcohol,
,parrot bay,malt beverages,alcohol,
,santa rita,wine,alcohol,
,tipplers,spirits,alcohol,
,grant burge,wine,alcohol,
,tractor brewing company,hard ciders,alcohol,
,gillette,deodorant & antiperspirant,health & wellness,
,culitos,wine,alcohol,
,hickory hill,spirits,alcohol,
,june shine,malt beverages,alcohol,
,capstar,medicines & treatments,health & wellness,
,poland spring,water,beverages,
,tresemmé,hair care,health & wellness,
,campbell's,soup & broth,pantry,
,gerber baby food,crackers,snacks,
,johnnie walker blue label,spirits,alcohol,
,kah,spirits,alcohol,
,bacardi,drink mixes,beverages,
,barcel,nuts & seeds,snacks,
albertsons,albertsons,candy,snacks,Any Albertsons receipt
albertsons,albertsons,candy,snacks,Shop 2 times at Albertsons
albertsons,albertsons,candy,snacks,Spend $65 at Albertsons
albertsons,albertsons,candy,snacks,Spend $110 at Albertsons
albertsons,albertsons,candy,snacks,Spend $220 at Albertsons
,branson,spirits,alcohol,
,l'oreal ever,hair care,health & wellness,
,hellmann's/best foods,dressings,pantry,
,xingu,beer,alcohol,
,zima,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,kc bier co,beer,alcohol,
,town branch,spirits,alcohol,
,r w knudsen family,fruit juices,beverages,
,daviess county,spirits,alcohol,
,flame thrower,spirits,alcohol,
,super bock,beer,alcohol,
,elmers,medicines & treatments,health & wellness,
,the duck rabbit,beer,alcohol,
,maumee bay,beer,alcohol,
,nikolai,spirits,alcohol,
,wasatch,beer,alcohol,
,desitin,medicines & treatments,health & wellness,
,lake of the woods brewing company,beer,alcohol,
,ohza,wine,alcohol,
,half acre beer company,beer,alcohol,
,cedar crest,candy,snacks,
,sure-jell,cooking & baking,pantry,
,ska the hard seltzer variety pack,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,killian's,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,stacker,carbonated soft drinks,beverages,
,fort myers american wheat ale,beer,alcohol,
,7venth sun,beer,alcohol,
,odell brewing co seasonal,beer,alcohol,
,bitter root brewing,beer,alcohol,
,goat island brewing,beer,alcohol,
,bent paddle brewing co,beer,alcohol,
,charles mignon,wine,alcohol,
,buffalo bills brewery,beer,alcohol,
,salvo,bath & body,health & wellness,
,devlin,spirits,alcohol,
,the ready rabbit,drink mixes,beverages,
,bad sons,beer,alcohol,
,root cause,wine,alcohol,
,raos,dry pasta,pasta & noodles,
,blowing rock,beer,alcohol,
,inland market premium foods inland market premium foods,fruit juices,beverages,
,chef boyardee,cooking & baking,pantry,
,bootstrap brewing co,beer,alcohol,
,motor city pizza co,frozen pizza & pizza snacks,frozen,
,terminal gravity brewing,beer,alcohol,
,taylor,wine,alcohol,
,timeless vodka,spirits,alcohol,
target,back to the roots,packaged meals & sides,pantry,"Back to the Roots Grow Seed Starting Pots OR Germination Trays, at Walmart or Target"
walmart,back to the roots,packaged meals & sides,pantry,"Back to the Roots Soils, select varieties and sizes, at Walmart"
the home depot,back to the roots,packaged meals & sides,pantry,"Back to the Roots Dry Plant Food, 5 pounds, at The Home Depot"
lowes home improvement,back to the roots,packaged meals & sides,pantry,"Back to the Roots Garden Soil, 1 cubic foot, at Lowe's Home Improvement"
target,back to the roots,packaged meals & sides,pantry,"Back to the Roots Raised Bed Gardening Kit with Soil, Seeds and Plant Food, at Target"
walmart,back to the roots,packaged meals & sides,pantry,Back to the Roots Microgreens Grow Kit OR Seed Refill at Walmart
lowes home improvement,back to the roots,packaged meals & sides,pantry,"Back to the Roots Soils, select varieties and sizes, at Lowes"
lowes home improvement,back to the roots,packaged meals & sides,pantry,"Back to the Roots Soils, select varieties, at Walmart or Lowes"
walmart,back to the roots,packaged meals & sides,pantry,Back to the Roots Grow Kits at Walmart or The Home Depot
walmart,back to the roots,packaged meals & sides,pantry,Back to the Roots Grow Hydroponic Grow Kit OR Refill Bundle at Walmart
walmart,back to the roots,packaged meals & sides,pantry,"Back to the Roots Seeds, at Walmart"
target,back to the roots,packaged meals & sides,pantry,"Back to the Roots Organic Kits and Planters, at Target"
lowes home improvement,back to the roots,packaged meals & sides,pantry,"Back to the Roots Potting Mix, 1 cubic foot, at Lowe's Home Improvement"
